# NCBI_GENE_ID	XB_GENE_ID	GENE_SYMBOL	GENE_NAME
GeneID:108696452	XB-GENE-17333464	upk2.L	uroplakin-2
GeneID:108696453	XB-GENE-17340107	rps25.L	40S ribosomal protein S25
GeneID:108696454	XB-GENE-17339538	hyou1.L	hypoxia up-regulated protein 1-like
GeneID:108696455	NA	LOC108696455	POU domain, class 4, transcription factor 2
GeneID:108696456	XB-GENE-17337306	vps11.L	vacuolar protein sorting-associated protein 11 homolog
GeneID:108696457	NA	LOC108696457	histone-lysine N-methyltransferase 2A
GeneID:108696459	XB-GENE-17337303	ube4a.L	ubiquitin conjugation factor E4 A
GeneID:108696460	XB-GENE-17330484	cd3e.L	T-cell surface glycoprotein CD3 epsilon chain
GeneID:108696461	XB-GENE-17345660	tmprss4.L	transmembrane protease serine 4
GeneID:108696462	XB-GENE-17332872	il10ra.L	interleukin-10 receptor subunit alpha
GeneID:108696463	XB-GENE-17336927	tmprss13.L	transmembrane protease serine 13
GeneID:108696464	XB-GENE-17341985	fxyd6.L	FXYD domain-containing ion transport regulator 6
GeneID:108696466	NA	LOC108696466	Down syndrome cell adhesion molecule-like protein 1 homolog
GeneID:108696467	NA	LOC108696467	centrosomal protein of 164 kDa
GeneID:108696469	XB-GENE-17330537	bace1.L	beta-secretase 1
GeneID:108696470	XB-GENE-6486034	rnf214.L	RING finger protein 214
GeneID:108696471	XB-GENE-6486887	sidt2.L	SID1 transmembrane family member 2
GeneID:108696472	XB-GENE-6488027	sik3.L	serine/threonine-protein kinase SIK3
GeneID:108696474	NA	LOC108696474	stabilizer of axonemal microtubules 1
GeneID:108696475	NA	LOC108696475	uncharacterized protein LOC108696475
GeneID:108696477	XB-GENE-17334220	c11orf53.L	uncharacterized protein C11orf53 homolog
GeneID:108696478	NA	LOC108696478	uncharacterized protein LOC108696478
GeneID:108696479	NA	LOC108696479	uncharacterized protein LOC108696479
GeneID:108696481	NA	LOC108696481	zona pellucida-like domain-containing protein 1
GeneID:108696483	NA	LOC108696483	cilia- and flagella-associated protein HOATZ-like
GeneID:108696484	XB-GENE-6486179	alg9.L	alpha-1,2-mannosyltransferase ALG9-like
GeneID:108696485	NA	LOC108696485	protein kinase C delta type-like
GeneID:108696486	XB-GENE-6488128	fdxacb1.L	ferredoxin-fold anticodon-binding domain-containing protein 1-like
GeneID:108696487	XB-GENE-6488242	c11orf1.L	UPF0686 protein C11orf1
GeneID:108696488	XB-GENE-17340249	cryab.L	alpha-crystallin B chain
GeneID:108696489	NA	LOC108696489	uncharacterized protein C11orf52 homolog
GeneID:108696490	XB-GENE-6489268	dixdc1.L	dixin
GeneID:108696491	XB-GENE-6487810	pih1d2.L	PIH1 domain-containing protein 2
GeneID:108696493	NA	LOC108696493	uncharacterized protein LOC108696493
GeneID:108696494	XB-GENE-22065337	myb100496870.2.L	uncharacterized protein myb100496870.2provisional.L
GeneID:108696496	NA	LOC108696496	uncharacterized protein LOC108696496
GeneID:108696497	XB-GENE-17330948	urpta-1.L	testis-expressed protein 12
GeneID:108696498	XB-GENE-6486183	bco2l.L	beta,beta-carotene 9',10'-oxygenase
GeneID:108696501	NA	LOC108696501	indolethylamine N-methyltransferase
GeneID:108696502	NA	LOC108696502	indolethylamine N-methyltransferase
GeneID:108696503	NA	LOC108696503	nicotinamide N-methyltransferase
GeneID:108696505	XB-GENE-17338669	zbtb16.L	zinc finger and BTB domain-containing protein 16
GeneID:108696507	XB-GENE-17334938	htr3b.L	5-hydroxytryptamine receptor 3B
GeneID:108696508	XB-GENE-6487936	usp28.L	ubiquitin carboxyl-terminal hydrolase 28
GeneID:108696509	NA	LOC108696509	protein kinase C theta type
GeneID:108696510	NA	LOC108696510	5-hydroxytryptamine receptor 3A
GeneID:108696512	NA	LOC108696512	G protein-activated inward rectifier potassium channel 4-like
GeneID:108696514	NA	LOC108696514	transmembrane protease serine 5
GeneID:108696515	XB-GENE-17343575	gprin3.L	G protein-regulated inducer of neurite outgrowth 3
GeneID:108696516	XB-GENE-17338172	ankk1.L	ankyrin repeat and protein kinase domain-containing protein 1
GeneID:108696517	XB-GENE-6486103	ttc12.L	tetratricopeptide repeat protein 12
GeneID:108696518	NA	LOC108696518	uncharacterized protein LOC108696518
GeneID:108696519	NA	LOC108696519	probable pleckstrin homology domain-containing family N member 1
GeneID:108696521	XB-GENE-17336529	ttll10.L	protein polyglycylase TTLL10
GeneID:108696522	XB-GENE-17338138	c1orf159.L	uncharacterized protein C1orf159
GeneID:108696524	XB-GENE-17345813	rnf223.L	RING finger protein 223
GeneID:108696525	NA	LOC108696525	agrin
GeneID:108696526	NA	LOC108696526	kinesin-related protein 4
GeneID:108696527	NA	LOC108696527	uncharacterized protein LOC108696527
GeneID:108696528	XB-GENE-17346863	noc2l.L	nucleolar complex protein 2 homolog
GeneID:108696529	NA	LOC108696529	sterile alpha motif domain-containing protein 11
GeneID:108696531	NA	LOC108696531	arginine-glutamic acid dipeptide repeats protein-like
GeneID:108696534	XB-GENE-17335447	h6pd.L	GDH/6PGL endoplasmic bifunctional protein
GeneID:108696535	XB-GENE-17342542	spsb1.L	SPRY domain-containing SOCS box protein 1
GeneID:108696537	XB-GENE-22064070	tnfrsf14.L	tumor necrosis factor receptor superfamily member 14
GeneID:108696538	NA	LOC108696538	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase eta-2-like
GeneID:108696540	XB-GENE-17344798	pex10.L	peroxisome biogenesis factor 10
GeneID:108696541	XB-GENE-17336678	morn1.L	MORN repeat-containing protein 1
GeneID:108696542	NA	LOC108696542	transmembrane protein 26
GeneID:108696543	XB-GENE-17333052	gabrd.L	gamma-aminobutyric acid receptor subunit delta
GeneID:108696544	XB-GENE-6488303	cfap74.L	cilia- and flagella-associated protein 74
GeneID:108696545	XB-GENE-17331031	gnb1.L	guanine nucleotide-binding protein G(I)/G(S)/G(T) subunit beta-1-like
GeneID:108696549	NA	LOC108696549	uncharacterized protein LOC108696549
GeneID:108696550	NA	LOC108696550	matrix metalloproteinase-23
GeneID:108696552	NA	LOC108696552	Golgi integral membrane protein 4
GeneID:108696554	XB-GENE-6488551	tmem240.L	transmembrane protein 240
GeneID:108696555	NA	LOC108696555	uncharacterized protein LOC108696555
GeneID:108696556	XB-GENE-17341863	vwa1.L	von Willebrand factor A domain-containing protein 1
GeneID:108696557	NA	LOC108696557	transmembrane protein 88
GeneID:108696558	XB-GENE-6485880	ankrd65.L	ankyrin repeat domain-containing protein 65
GeneID:108696559	XB-GENE-17341503	mxra8.L	matrix remodeling-associated protein 8-like
GeneID:108696560	NA	LOC108696560	integrator complex subunit 11
GeneID:108696561	XB-GENE-17343036	acap3.L	arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 3
GeneID:108696562	NA	LOC108696562	L-amino-acid oxidase
GeneID:108696563	XB-GENE-6488390	b3galt6.L	beta-1,3-galactosyltransferase 6
GeneID:108696564	NA	LOC108696564	phospholipase A2 homolog otoconin-22-like
GeneID:108696566	NA	LOC108696566	amiloride-sensitive sodium channel subunit alpha-like
GeneID:108696567	XB-GENE-6486767	c1qtnf12.L	adipolin
GeneID:108696570	XB-GENE-22164433	kiaa1958l.L	uncharacterized protein KIAA1958
GeneID:108696571	NA	LOC108696571	2-hydroxyacyl-CoA lyase 2
GeneID:108696572	XB-GENE-6486186	zbtb40.L	zinc finger and BTB domain-containing protein 40
GeneID:108696573	NA	LOC108696573	P2X purinoceptor 7-like
GeneID:108696574	XB-GENE-6486528	ap5b1.L	AP-5 complex subunit beta-1
GeneID:108696575	NA	LOC108696575	claudin-16
GeneID:108696577	XB-GENE-6487863	ccdc30.L	coiled-coil domain-containing protein 30
GeneID:108696578	XB-GENE-6488521	foxj3.L	forkhead box protein J3
GeneID:108696579	XB-GENE-17342672	kazn.L	kazrin
GeneID:108696581	NA	LOC108696581	something about silencing protein 10
GeneID:108696582	XB-GENE-17344478	zmynd12.L	zinc finger MYND domain-containing protein 12
GeneID:108696583	NA	LOC108696583	N-acetylaspartylglutamate synthase A
GeneID:108696584	NA	LOC108696584	membrane-spanning 4-domains subfamily A member 4A
GeneID:108696585	XB-GENE-17330155	prdm2.L	PR domain zinc finger protein 2
GeneID:108696587	NA	LOC108696587	leucine-rich repeat-containing protein 38
GeneID:108696588	XB-GENE-17338766	fbxl4.L	F-box/LRR-repeat protein 4
GeneID:108696589	XB-GENE-6487176	vps13d.L	vacuolar protein sorting-associated protein 13D
GeneID:108696590	NA	LOC108696590	uncharacterized protein LOC108696590
GeneID:108696591	XB-GENE-17345300	slc45a1.L	proton-associated sugar transporter A
GeneID:108696592	XB-GENE-6487237	tnfrsf9.L	tumor necrosis factor receptor superfamily member 9
GeneID:108696594	XB-GENE-18005826	XB5818699.L	coiled-coil domain-containing protein 50
GeneID:108696595	XB-GENE-17330532	cep104.L	centrosomal protein of 104 kDa
GeneID:108696597	NA	LOC108696597	traf2 and NCK-interacting protein kinase-like
GeneID:108696599	XB-GENE-17339492	ajap1.L	adherens junction-associated protein 1
GeneID:108696600	XB-GENE-6487300	nphp4.2.L	nephrocystin-4-like
GeneID:108696601	NA	LOC108696601	metallothionein-like
GeneID:108696602	XB-GENE-17345499	rpl22.L	60S ribosomal protein L22
GeneID:108696603	XB-GENE-17346092	icmt.L	protein-S-isoprenylcysteine O-methyltransferase-like
GeneID:108696604	XB-GENE-22064058	hes3.L	transcription factor HES-3
GeneID:108696605	XB-GENE-6487865	gpr153.L	probable G-protein coupled receptor 153
GeneID:108696606	NA	LOC108696606	synaptic functional regulator FMR1-like
GeneID:108696607	XB-GENE-17336751	acot7.L	cytosolic acyl coenzyme A thioester hydrolase
GeneID:108696609	NA	LOC108696609	espin
GeneID:108696610	XB-GENE-6487899	plekhg5.L	pleckstrin homology domain-containing family G member 5
GeneID:108696611	XB-GENE-6485763	nol9.L	polynucleotide 5'-hydroxyl-kinase NOL9
GeneID:108696612	XB-GENE-6486257	hes5.4.L	transcription factor HES-5
GeneID:108696613	XB-GENE-17345649	hes5.5.L	transcription factor HES-5
GeneID:108696614	XB-GENE-22064045	hes5.9.L	transcription factor HES-5
GeneID:108696616	XB-GENE-22064041	hes5.8.L	transcription factor HES-5
GeneID:108696617	XB-GENE-17336164	zbtb48.L	telomere zinc finger-associated protein
GeneID:108696618	XB-GENE-17340711	dnajc11.L	dnaJ homolog subfamily C member 11
GeneID:108696619	NA	LOC108696619	calmodulin-binding transcription activator 1
GeneID:108696622	XB-GENE-6489154	per3.L	period circadian protein homolog 3
GeneID:108696623	NA	LOC108696623	myo-inositol 2-dehydrogenase
GeneID:108696624	XB-GENE-6487611	tp73.L	tumor protein p73
GeneID:108696625	NA	LOC108696625	small integral membrane protein 24
GeneID:108696626	XB-GENE-17341452	megf6.L	multiple epidermal growth factor-like domains protein 6
GeneID:108696627	XB-GENE-17331889	arhgef16.L	rho guanine nucleotide exchange factor 16
GeneID:108696629	NA	LOC108696629	histone-lysine N-methyltransferase PRDM16
GeneID:108696631	XB-GENE-17345944	ttc34.L	tetratricopeptide repeat protein 34-like
GeneID:108696635	XB-GENE-17345974	mmel1.L	membrane metallo-endopeptidase-like 1
GeneID:108696636	NA	LOC108696636	zinc finger protein interacting with ribonucleoprotein K
GeneID:108696637	NA	LOC108696637	olfactory receptor 1361
GeneID:108696638	XB-GENE-17340035	thap7.L	THAP domain-containing protein 7
GeneID:108696640	NA	LOC108696640	heat shock protein 30D-like
GeneID:108696641	NA	LOC108696641	heat shock protein 30D-like
GeneID:108696643	NA	LOC108696643	uncharacterized protein LOC108696643
GeneID:108696644	XB-GENE-6486916	il4i1.L	L-amino-acid oxidase
GeneID:108696645	NA	LOC108696645	cyclic AMP-dependent transcription factor ATF-5-like
GeneID:108696646	NA	LOC108696646	cyclic AMP-dependent transcription factor ATF-5
GeneID:108696647	XB-GENE-22062464	sbk1l2.L	serine/threonine-protein kinase SBK1
GeneID:108696648	XB-GENE-6485918	znf628.L	zinc finger protein 628
GeneID:108696649	XB-GENE-6487304	nat14.L	N-acetyltransferase 14
GeneID:108696650	XB-GENE-18005913	sbk3.L	serine/threonine-protein kinase SBK1
GeneID:108696652	NA	LOC108696652	toll-like receptor 12
GeneID:108696653	XB-GENE-6489190	znf865.L	zinc finger protein 865
GeneID:108696654	XB-GENE-6486369	znf229.L	zinc finger protein 502
GeneID:108696655	XB-GENE-17344379	znf235.L	zinc finger protein 271
GeneID:108696656	NA	LOC108696656	splicing factor U2AF 65 kDa subunit
GeneID:108696657	XB-GENE-17343557	znf581.L	zinc finger protein 184
GeneID:108696658	NA	LOC108696658	potassium voltage-gated channel subfamily V member 2
GeneID:108696659	XB-GENE-17340915	ccdc106.L	coiled-coil domain-containing protein 106
GeneID:108696660	XB-GENE-17340066	XB5913757.L	transmembrane protein 11-A, mitochondrial-like
GeneID:108696661	XB-GENE-6488045	sbk2.L	serine/threonine-protein kinase SBK2
GeneID:108696662	XB-GENE-17336825	epn1.L	epsin-1
GeneID:108696664	NA	LOC108696664	trypsin V-A
GeneID:108696665	NA	LOC108696665	myosin-10
GeneID:108696666	XB-GENE-22169670	uts2rl3.L	urotensin-2 receptor
GeneID:108696667	NA	LOC108696667	sacsin
GeneID:108696668	XB-GENE-17337356	syt5.L	synaptotagmin-1
GeneID:108696669	XB-GENE-17342813	tnnt1.L	troponin T, slow skeletal muscle
GeneID:108696670	NA	LOC108696670	protein phosphatase 1 regulatory subunit 12C
GeneID:108696671	XB-GENE-22169030	crygdl.1.L	gamma-crystallin-1-like
GeneID:108696672	XB-GENE-17336199	prpf31.L	U4/U6 small nuclear ribonucleoprotein Prp31-like
GeneID:108696673	NA	LOC108696673	TCF3 fusion partner
GeneID:108696674	XB-GENE-17330003	cnot3.L	CCR4-NOT transcription complex subunit 3
GeneID:108696675	XB-GENE-22169153	crygdl.4.L	gamma-crystallin-1-like
GeneID:108696676	XB-GENE-6489061	tmc4.L	transmembrane channel-like protein 7
GeneID:108696677	NA	LOC108696677	uncharacterized protein LOC108696677
GeneID:108696678	XB-GENE-22169185	crygdl.5.L	gamma-crystallin-1-like
GeneID:108696679	XB-GENE-17346103	sphk2.L	sphingosine kinase 1
GeneID:108696680	NA	LOC108696680	D site-binding protein
GeneID:108696681	NA	LOC108696681	traf2 and NCK-interacting protein kinase-like
GeneID:108696682	XB-GENE-17341224	rasip1.L	ras-interacting protein 1
GeneID:108696684	NA	LOC108696684	interleukin-11
GeneID:108696686	NA	LOC108696686	isochorismatase domain-containing protein 2-like
GeneID:108696687	XB-GENE-22168662	crygdl.11.L	gamma-crystallin-1-like
GeneID:108696689	XB-GENE-17346285	shisa7.L	protein shisa-7
GeneID:108696691	XB-GENE-17344431	gsg1l.L	germ cell-specific gene 1-like protein
GeneID:108696694	NA	LOC108696694	protein XA-1-like
GeneID:108696695	XB-GENE-17336363	arhgef1.L	rho guanine nucleotide exchange factor 1
GeneID:108696696	XB-GENE-22169050	crygdl.15.L	gamma-crystallin-1-like
GeneID:108696697	XB-GENE-17338374	erfl.L	ETS domain-containing transcription factor ERF-like
GeneID:108696700	NA	LOC108696700	POU domain, class 2, transcription factor 2
GeneID:108696701	XB-GENE-6487343	znf526.L	zinc finger protein 574
GeneID:108696702	XB-GENE-22169082	crygdl.22.L	gamma-crystallin-1-like
GeneID:108696703	XB-GENE-17330154	cic.L	protein capicua homolog
GeneID:108696704	NA	LOC108696704	uncharacterized protein LOC108696704
GeneID:108696705	XB-GENE-17345204	megf8.L	multiple epidermal growth factor-like domains protein 8
GeneID:108696706	XB-GENE-22169086	crygdl.23.L	gamma-crystallin-1-like
GeneID:108696707	NA	LOC108696707	cornifelin homolog A-like
GeneID:108696708	XB-GENE-22064336	cnfn.3.L	cornifelin homolog
GeneID:108696709	XB-GENE-22169430	ceacam8l.L	carcinoembryonic antigen-related cell adhesion molecule 8
GeneID:108696710	NA	LOC108696710	carcinoembryonic antigen-related cell adhesion molecule 5
GeneID:108696711	NA	LOC108696711	carcinoembryonic antigen-related cell adhesion molecule 1
GeneID:108696712	NA	LOC108696712	carcinoembryonic antigen-related cell adhesion molecule 1-like
GeneID:108696713	NA	LOC108696713	carcinoembryonic antigen-related cell adhesion molecule 19
GeneID:108696714	NA	LOC108696714	carcinoembryonic antigen-related cell adhesion molecule 1
GeneID:108696715	XB-GENE-22169414	ceacam19lw.L	carcinoembryonic antigen-related cell adhesion molecule 1
GeneID:108696716	XB-GENE-22169090	crygdl.24.L	gamma-crystallin-1-like
GeneID:108696717	NA	LOC108696717	uncharacterized protein LOC108696717
GeneID:108696718	XB-GENE-22169418	ceacam19lx.L	carcinoembryonic antigen-related cell adhesion molecule 1
GeneID:108696719	XB-GENE-22169426	ceacam19lz.L	carcinoembryonic antigen-related cell adhesion molecule 3
GeneID:108696720	XB-GENE-17338818	bcl3.L	B-cell lymphoma 3 protein homolog
GeneID:108696721	XB-GENE-22061497	apoc1.L	apolipoprotein C-I
GeneID:108696722	NA	LOC108696722	synaptotagmin-C
GeneID:108696723	XB-GENE-6487334	clec11a.L	C-type lectin domain family 11 member A
GeneID:108696724	XB-GENE-22169098	crygdl.26.L	gamma-crystallin-1-like
GeneID:108696725	NA	LOC108696725	E3 SUMO-protein ligase ZBED1
GeneID:108696726	XB-GENE-17336833	elf5l.L	ETS-related transcription factor Elf-5
GeneID:108696727	NA	LOC108696727	paired box protein Pax-6
GeneID:108696728	XB-GENE-17333443	prr12.L	proline-rich protein 12
GeneID:108696729	NA	LOC108696729	ras-related protein R-Ras2
GeneID:108696730	NA	LOC108696730	ATP-sensitive inward rectifier potassium channel 11
GeneID:108696731	XB-GENE-22169102	crygdl.27.L	gamma-crystallin-1-like
GeneID:108696732	XB-GENE-17341021	scaf1.L	splicing factor, arginine/serine-rich 19
GeneID:108696733	NA	LOC108696733	synembryn-A-like
GeneID:108696734	XB-GENE-6485944	XB5961731.L	insulin
GeneID:108696735	XB-GENE-17334455	bcl2l12.L	uncharacterized protein bcl2l12.L
GeneID:108696737	NA	LOC108696737	DNA-directed RNA polymerases I, II, and III subunit RPABC5
GeneID:108696738	NA	LOC108696738	pleckstrin homology-like domain family A member 2
GeneID:108696739	XB-GENE-17341135	fut2.L	galactoside alpha-(1,2)-fucosyltransferase 2
GeneID:108696740	XB-GENE-6254558	crygdl.31.L	gamma-crystallin-1-like
GeneID:108696741	XB-GENE-6489074	fuz.L	protein fuzzy homolog
GeneID:108696743	XB-GENE-6487501	tbc1d17.L	TBC1 domain family member 17-like
GeneID:108696744	XB-GENE-17335486	bax.L	apoptosis regulator BAX-like
GeneID:108696745	XB-GENE-17332575	slc6a16.L	sodium-dependent neutral amino acid transporter SLC6A17
GeneID:108696746	XB-GENE-18005743	socs3l.L	suppressor of cytokine signaling 3
GeneID:108696747	XB-GENE-17337586	tead4.L	transcriptional enhancer factor TEF-1
GeneID:108696748	XB-GENE-22169125	crygdl.33.L	gamma-crystallin-1-like
GeneID:108696749	XB-GENE-22064062	ccdc155l.L	inositol 1,4,5-triphosphate receptor associated 2
GeneID:108696750	NA	LOC108696750	uncharacterized protein LOC108696750
GeneID:108696751	NA	LOC108696751	uroplakin-2-like
GeneID:108696752	NA	LOC108696752	uncharacterized protein LOC108696752
GeneID:108696753	NA	LOC108696753	uncharacterized protein LOC108696753
GeneID:108696754	XB-GENE-22201453	flt3lg.L	uncharacterized protein flt3lg.L
GeneID:108696755	XB-GENE-17338237	tulp2.L	tubby protein homolog
GeneID:108696757	NA	LOC108696757	circularly permutated Ras protein 1
GeneID:108696758	NA	LOC108696758	glycogen [starch] synthase, muscle
GeneID:108696759	XB-GENE-17334367	ntf4.L	neurotrophin-4-like
GeneID:108696760	NA	LOC108696760	uncharacterized protein LOC108696760
GeneID:108696761	XB-GENE-17330220	kcna7.L	potassium voltage-gated channel subfamily A member 7
GeneID:108696762	XB-GENE-17346892	ptprh.L	receptor-type tyrosine-protein phosphatase H
GeneID:108696763	XB-GENE-17339101	c2cd4c.L	C2 calcium-dependent domain-containing protein 4C
GeneID:108696764	NA	LOC108696764	lysoplasmalogenase-like protein TMEM86A
GeneID:108696765	NA	LOC108696765	serine/threonine-protein kinase BRSK2
GeneID:108696766	XB-GENE-17335422	fut1.L	galactoside alpha-(1,2)-fucosyltransferase 2
GeneID:108696768	NA	LOC108696768	fibroblast growth factor 21
