Q66KW8,NP_001078914.1,NM_001085445.1,GeneID:447126,XB-GENE-1016356
A0A8J0TVT2,XP_018090596.1,XM_018235107.2,GeneID:108700997,XB-GENE-17345827
A0A1L8ETL5,XP_018090598.1,XM_018235109.2,GeneID:108700998,NA
A0A8J0TSU8,XP_018090599.1,XM_018235110.2,GeneID:100381024,XB-GENE-5885255
P48597,XP_018090600.1,XM_018235111.2,GeneID:399255,XB-GENE-6254191
A0A1L8ETK2,XP_018090601.1,XM_018235112.2,GeneID:108700999,XB-GENE-6487215
A0A1L8ETL3,XP_018090602.1,XM_018235113.2,GeneID:108701000,XB-GENE-6488905
A0A1L8ETJ8,XP_018090603.1,XM_018235114.2,GeneID:108701001,NA
A0A8J0TSV2,XP_018090604.1,XM_018235115.2,GeneID:108701002,NA
A0A1L8ETL8,XP_018090605.1,XM_018235116.2,GeneID:108701004,NA
A0A1L8ETL2,XP_018090606.1,XM_018235117.2,GeneID:108701005,NA
A0A8J0TUL6,XP_018090607.1,XM_018235118.2,GeneID:108701007,XB-GENE-17342849
A0A1L8ETL1,XP_018090608.1,XM_018235119.2,GeneID:108701007,XB-GENE-17342849
A0A8J0TSV9,XP_018090609.1,XM_018235120.2,GeneID:108701007,XB-GENE-17342849
A0A1L8ETM5,XP_041431956.1,XM_041576022.1,GeneID:108701009,NA
A0A8J0TVV4,XP_018090613.1,XM_018235124.2,GeneID:108701009,NA
A0A1L8ETR1,XP_018090614.1,XM_018235125.2,GeneID:108701010,XB-GENE-6486977
A0A8J0TL01,XP_018090615.1,XM_018235126.2,GeneID:108701010,XB-GENE-6486977
A0A1L8ETN1,XP_018090616.1,XM_018235127.2,GeneID:108701011,XB-GENE-17339568
A0A1L8ETU8,XP_018090617.1,XM_018235128.2,GeneID:108701012,NA
A0A1L8ETP6,XP_041432364.1,XM_041576430.1,GeneID:108701013,XB-GENE-17345495
A0A1L8ETV7,XP_018090619.1,XM_018235130.2,GeneID:100462924,XB-GENE-6486678
A0A1L8ETN8,XP_041432093.1,XM_041576159.1,GeneID:108701014,XB-GENE-6487884
A0A1L8ETR7,XP_018090624.1,XM_018235135.2,GeneID:108701015,XB-GENE-6486555
A0A1L8ETQ3,XP_018090625.1,XM_018235136.2,GeneID:108701016,NA
A0A1L8ETN5,XP_018090626.1,XM_018235137.2,GeneID:100381063,XB-GENE-5887126
A0A1L8ETR3,XP_041432292.1,XM_041576358.1,GeneID:108701020,XB-GENE-6485849
A0A8J0TTK6,XP_018090632.1,XM_018235143.2,GeneID:108701020,XB-GENE-6485849
A0A1L8ETQ9,XP_018090633.1,XM_018235144.2,GeneID:108701021,XB-GENE-6488998
A0A1L8HQ70,XP_018090634.1,XM_018235145.2,GeneID:399271,XB-GENE-865981
A0A1L8ETS0,XP_041433288.1,XM_041577354.1,GeneID:108701022,XB-GENE-6486822
A0A1L8ETQ4,XP_018090637.1,XM_018235148.2,GeneID:108701023,NA
A0A1L8ETQ6,XP_018090638.1,XM_018235149.2,GeneID:108701024,XB-GENE-17330134
A0A8J0TVX8,XP_018090639.1,XM_018235150.2,GeneID:108701024,XB-GENE-17330134
A0A8J0TSY5,XP_018090643.1,XM_018235154.2,GeneID:399271,XB-GENE-865981
A0A1L8ETY8,XP_018090647.1,XM_018235158.2,GeneID:108701027,XB-GENE-17336704
A0A8J0TSZ0,XP_018090648.1,XM_018235159.2,GeneID:108701028,XB-GENE-6485939
A0A1L8ETW5,XP_018090649.1,XM_018235160.2,GeneID:108701028,XB-GENE-6485939
A0A8J0TTM0,XP_018090650.1,XM_018235161.2,GeneID:108701029,XB-GENE-6487266
Q5U4T5,XP_018090651.1,XM_018235162.2,GeneID:399271,XB-GENE-865981
A0A1L8ETT0,XP_018090652.1,XM_018235163.2,GeneID:108701030,NA
A0A1L8ETT2,XP_018090653.1,XM_018235164.2,GeneID:108701031,NA
A0A1L8ETZ8,XP_018090654.2,XM_018235165.2,GeneID:108701032,NA
A0A1L8ETU4,XP_018090656.1,XM_018235167.2,GeneID:108701035,XB-GENE-17339659
A0A1L8ETV2,XP_018090657.1,XM_018235168.2,GeneID:108701036,XB-GENE-6487574
A0A8J0TVZ3,XP_018090658.1,XM_018235169.2,GeneID:100380948,XB-GENE-864979
A0A1L8ETW8,XP_018090662.1,XM_018235173.2,GeneID:108701038,XB-GENE-6488053
A0A8J0TTM9,XP_018090663.1,XM_018235174.2,GeneID:108701039,XB-GENE-12564718
A0A1L8ETW1,XP_018090664.1,XM_018235175.2,GeneID:108701039,XB-GENE-12564718
A0A1L8ETU9,XP_018090665.1,XM_018235176.2,GeneID:108701040,XB-GENE-6486331
A0A1L8EU18,XP_018090666.1,XM_018235177.2,GeneID:108701041,XB-GENE-17334405
A0A1L8ETW4,XP_018090669.1,XM_018235180.2,GeneID:108701043,XB-GENE-17331007
A0A1L8ETX1,XP_018090671.1,XM_018235182.2,GeneID:108701044,XB-GENE-17337008
A0A1L8ETX2,XP_018090672.2,XM_018235183.2,GeneID:108701045,XB-GENE-22168626
A0A1L8ETV8,XP_018090673.1,XM_018235184.2,GeneID:108701046,XB-GENE-17339823
A0A8J0TL47,XP_018090674.2,XM_018235185.2,GeneID:108701047,XB-GENE-22168649
A0A1L8ETY1,XP_041431994.1,XM_041576060.1,GeneID:108701048,XB-GENE-22168657
A0A1L8EU40,XP_018090678.1,XM_018235189.2,GeneID:108701050,XB-GENE-22168630
A0A1L8ETZ7,XP_018090679.1,XM_018235190.2,GeneID:108701051,XB-GENE-6486979
A0A1L8ETZ2,XP_041432834.1,XM_041576900.1,GeneID:108701052,XB-GENE-17341599
A0A8J0TW12,XP_018090687.1,XM_018235198.2,GeneID:108701052,XB-GENE-17341599
A0A1L8EU27,XP_018090690.1,XM_018235201.2,GeneID:108701055,XB-GENE-6488675
A1L1G9,XP_018090691.1,XM_018235202.2,GeneID:495259,XB-GENE-964366
A0A8J0TTP6,XP_041432460.1,XM_041576526.1,GeneID:108701056,XB-GENE-17337985
A0A1L8ETY4,XP_018090693.1,XM_018235204.2,GeneID:108701059,XB-GENE-17334208
A0A1L8EU43,XP_018090694.1,XM_018235205.2,GeneID:108701060,NA
A0A1L8EU25,XP_018090695.1,XM_018235206.2,GeneID:108701061,XB-GENE-17339914
A0A1L8EU22,XP_018090696.1,XM_018235207.2,GeneID:108701062,XB-GENE-6486167
A0A1L8EU10,XP_018090697.1,XM_018235208.2,GeneID:108701063,NA
A0A1L8EU80,XP_018090700.1,XM_018235211.2,GeneID:108701064,NA
A0A8J0TW19,XP_018090699.1,XM_018235210.2,GeneID:399396,XB-GENE-865849
A0A1L8EU32,XP_041432309.1,XM_041576375.1,GeneID:108701065,XB-GENE-17337377
A0A1L8EU13,XP_018090704.1,XM_018235215.2,GeneID:108701066,XB-GENE-6486532
A0A8J0TUU2,XP_018090705.1,XM_018235216.2,GeneID:108701066,XB-GENE-6486532
A0A8J0TW24,XP_018090706.1,XM_018235217.2,GeneID:108701066,XB-GENE-6486532
A0A1L8EU63,XP_018090707.2,XM_018235218.2,GeneID:108701067,NA
A0A8J0TL66,XP_018090708.1,XM_018235219.2,GeneID:398127,XB-GENE-6067836
A0A8J0TTQ9,XP_018090709.1,XM_018235220.2,GeneID:399396,XB-GENE-865849
A0A1L8EU26,XP_018090710.1,XM_018235221.2,GeneID:108701068,XB-GENE-6489217
A0A8J0TW30,XP_018090711.1,XM_018235222.2,GeneID:108701069,XB-GENE-6485765
A0A1L8EU42,XP_018090717.1,XM_018235228.2,GeneID:108701069,XB-GENE-6485765
A0A8J0TL74,XP_018090718.1,XM_018235229.2,GeneID:431868,XB-GENE-17334821
A0A8J0TTR7,XP_018090719.1,XM_018235230.2,GeneID:399396,XB-GENE-865849
A0A8J0TUV5,XP_018090721.1,XM_018235232.2,GeneID:431868,XB-GENE-17334821
A0A1L8EU28,XP_018090722.1,XM_018235233.2,GeneID:108701070,NA
A0A1L8EUA0,XP_018090723.1,XM_018235234.1,GeneID:108701071,XB-GENE-6485602
A0A8J0TL79,XP_018090724.1,XM_018235235.2,GeneID:108701072,XB-GENE-17343116
A0A1L8EU52,XP_041432290.1,XM_041576356.1,GeneID:108701072,XB-GENE-17343116
A0A1L8EU39,XP_018090727.1,XM_018235238.2,GeneID:108701073,NA
A0A8J0TW45,XP_018090728.1,XM_018235239.2,GeneID:399396,XB-GENE-865849
A0A1L8EU64,XP_018090731.1,XM_018235242.2,GeneID:108701074,NA
A0A1L8EU62,XP_018090732.1,XM_018235243.2,GeneID:432222,XB-GENE-976506
A0A8J0TUW4,XP_018090733.2,XM_018235244.2,GeneID:108701075,NA
A0A1L8EU46,XP_018090734.2,XM_018235245.2,GeneID:108701076,NA
A0A8J0TT61,XP_018090735.2,XM_018235246.2,GeneID:108701077,NA
A0A8J0TL89,XP_018090736.1,XM_018235247.2,GeneID:399396,XB-GENE-865849
A0A1L8EU73,XP_018090737.1,XM_018235248.2,GeneID:108701078,NA
A0A8J0TUW9,XP_018090739.1,XM_018235250.2,GeneID:108701079,XB-GENE-17342160
A0A8J0TT66,XP_018090740.1,XM_018235251.2,GeneID:108701079,XB-GENE-17342160
A0A8J0TL93,XP_018090741.1,XM_018235252.2,GeneID:108701079,XB-GENE-17342160
A0A1L8EU57,XP_018090742.1,XM_018235253.2,GeneID:108701079,XB-GENE-17342160
A0A8J0TUX4,XP_018090743.1,XM_018235254.2,GeneID:108701079,XB-GENE-17342160
A0A8J0TW59,XP_018090744.1,XM_018235255.2,GeneID:108701079,XB-GENE-17342160
A0A8J0TT71,XP_018090745.1,XM_018235256.2,GeneID:108701079,XB-GENE-17342160
A0A8J0TL98,XP_018090746.1,XM_018235257.2,GeneID:399396,XB-GENE-865849
A0A8J0TTT8,XP_018090747.1,XM_018235258.2,GeneID:108701079,XB-GENE-17342160
A0A8J0TUX9,XP_018090748.1,XM_018235259.2,GeneID:108701080,XB-GENE-6487496
A0A1L8EU84,XP_018090753.1,XM_018235264.2,GeneID:108701080,XB-GENE-6487496
A0A8J0TT77,XP_018090754.1,XM_018235265.2,GeneID:108701080,XB-GENE-6487496
A0A8J0TLA3,XP_018090755.1,XM_018235266.2,GeneID:108701080,XB-GENE-6487496
A0A8J0TTU4,XP_018090756.1,XM_018235267.2,GeneID:399396,XB-GENE-865849
A0A8J0TUY4,XP_018090757.1,XM_018235268.2,GeneID:108701081,NA
A0A8J0TW70,XP_018090758.1,XM_018235269.2,GeneID:108701081,NA
A0A8J0TT83,XP_018090759.1,XM_018235270.2,GeneID:108701081,NA
A0A1L8EU83,XP_018090760.1,XM_018235271.2,GeneID:108701082,NA
A0A8J0TTU9,XP_018090762.1,XM_018235273.2,GeneID:108701085,XB-GENE-17332797
A0A1L8EU81,XP_018090763.1,XM_018235274.2,GeneID:108701085,XB-GENE-17332797
A0A8J0TW75,XP_018090764.1,XM_018235275.2,GeneID:399396,XB-GENE-865849
A0A1L8EU65,XP_018090765.1,XM_018235276.2,GeneID:108701086,XB-GENE-6488278
A0A1L8EU89,XP_018090766.1,XM_018235277.2,GeneID:108701087,XB-GENE-6487406
A0A8J0TTV3,XP_018090767.1,XM_018235278.2,GeneID:108701087,XB-GENE-6487406
A0A1L8EU93,XP_018090769.1,XM_018235280.2,GeneID:108701088,XB-GENE-17339949
A0A1L8EUA4,XP_018090772.1,XM_018235283.2,GeneID:108701090,NA
A0A8J0TLC1,XP_018090773.1,XM_018235284.2,GeneID:399396,XB-GENE-865849
A0A1L8EU78,XP_018090774.1,XM_018235285.2,GeneID:108701091,NA
A0A8J0TUZ9,XP_018090778.1,XM_018235289.2,GeneID:108701092,XB-GENE-17339017
A0A1L8EUC1,XP_018090779.1,XM_018235290.2,GeneID:108701092,XB-GENE-17339017
A0A1L8EU82,XP_018090781.1,XM_018235292.2,GeneID:108701093,XB-GENE-6486056
A0A8J0TW88,XP_018090782.1,XM_018235293.2,GeneID:399396,XB-GENE-865849
A0A1L8EU88,XP_041432151.1,XM_041576217.1,GeneID:108701094,XB-GENE-6486974
A0A1L8EUG3,XP_018090784.1,XM_018235295.2,GeneID:108701095,NA
A0A8J0TTW6,XP_018090786.1,XM_018235297.2,GeneID:108701095,NA
A0A1L8EUB1,XP_018090787.1,XM_018235298.2,GeneID:108701096,XB-GENE-6485775
A0A1L8EU97,XP_018090788.1,XM_018235299.2,GeneID:108701097,XB-GENE-6486855
A0A8J0TTA7,XP_018090789.1,XM_018235300.2,GeneID:108701098,XB-GENE-17337440
A0A8J0TLD4,XP_018090791.1,XM_018235302.2,GeneID:399396,XB-GENE-865849
A0A8J0TTX1,XP_018090792.1,XM_018235303.2,GeneID:108701099,XB-GENE-6486273
A0A1L8EUE4,XP_018090793.1,XM_018235304.2,GeneID:108701100,XB-GENE-6486005
A0A8J0TWA0,XP_018090794.1,XM_018235305.2,GeneID:108701100,XB-GENE-6486005
A0A8J0TTB2,XP_018090797.1,XM_018235308.2,GeneID:399396,XB-GENE-865849
A0A1L8EUC2,XP_018090798.1,XM_018235309.2,GeneID:100380956,XB-GENE-866082
A0A1L8EUD5,XP_018090799.1,XM_018235310.2,GeneID:108701102,XB-GENE-6486169
A0A1L8EUB9,XP_018090800.1,XM_018235311.2,GeneID:108701103,XB-GENE-6486701
A0A8J0TWA5,XP_018090801.1,XM_018235312.2,GeneID:108701104,XB-GENE-993387
A0A8J0TLE4,XP_018090803.1,XM_018235314.2,GeneID:108701105,XB-GENE-6488268
A0A1L8EUD4,XP_018090804.1,XM_018235315.2,GeneID:108701106,NA
A0A8J0TV22,XP_018090805.1,XM_018235316.2,GeneID:399396,XB-GENE-865849
A0A1L8EUB7,XP_018090806.1,XM_018235317.2,GeneID:108701107,NA
A0A8J0TTC3,XP_018090807.2,XM_018235318.2,GeneID:108701108,NA
A0A1L8EUJ8,XP_018090808.1,XM_018235319.2,GeneID:108701109,XB-GENE-17330663
A0A1L8EUG4,XP_018090809.1,XM_018235320.2,GeneID:108701110,XB-GENE-17340544
A0A1L8EUE2,XP_018090810.1,XM_018235321.2,GeneID:108701111,NA
A0A1L8EUE3,XP_041432840.1,XM_041576906.1,GeneID:108701112,NA
A0A8J1LLQ4,XP_041430442.1,XM_041574508.1,GeneID:399396,XB-GENE-865849
A0A1L8EUH3,XP_018090814.1,XM_018235325.2,GeneID:100381156,XB-GENE-958073
A0A1L8EUL7,XP_018090815.1,XM_018235326.2,GeneID:108701114,XB-GENE-6488026
A0A1L8EUG1,XP_018090816.1,XM_018235327.2,GeneID:108701115,XB-GENE-6486934
A0A1L8EUG2,XP_018090818.1,XM_018235329.2,GeneID:108701117,NA
A0A1L8EUE6,XP_018090819.1,XM_018235330.2,GeneID:108701118,XB-GENE-17343651
A0A8J0TTZ4,XP_018090820.1,XM_018235331.2,GeneID:108701118,XB-GENE-17343651
A0A1L8EUH0,XP_018090821.2,XM_018235332.2,GeneID:108701119,XB-GENE-17338324
A0A8J0TWC7,XP_018090822.2,XM_018235333.2,GeneID:108701119,XB-GENE-17338324
A0A8J0TTD6,XP_018090824.1,XM_018235335.2,GeneID:108701120,NA
A0A1L8EUM7,XP_018090825.1,XM_018235336.2,GeneID:108701121,XB-GENE-6486991
A0A1L8EUJ3,XP_018090827.1,XM_018235338.2,GeneID:108701122,XB-GENE-18005772
A0A1L8EUH2,XP_018090828.1,XM_018235339.2,GeneID:108701123,XB-GENE-17330842
A0A8J0TTE1,XP_018090829.1,XM_018235340.2,GeneID:108701124,XB-GENE-6487033
A0A1L8EUI8,XP_018090832.1,XM_018235343.2,GeneID:108701124,XB-GENE-6487033
A0A1L8HP89,XP_018090833.1,XM_018235344.2,GeneID:399397,XB-GENE-481770
A0A8J0TV45,XP_018090837.1,XM_018235348.2,GeneID:108701125,NA
A0A8J0TWD6,XP_018090838.1,XM_018235349.2,GeneID:108701125,NA
A0A1L8EUH9,XP_018090839.1,XM_018235350.2,GeneID:108701126,XB-GENE-17331968
A0A8J0TLH3,XP_018090840.1,XM_018235351.2,GeneID:108701127,NA
A0A8J0TU10,XP_018090841.1,XM_018235352.2,GeneID:108701127,NA
A0A8J0TV50,XP_018090842.1,XM_018235353.2,GeneID:399397,XB-GENE-481770
A0A8J0TWE2,XP_018090843.1,XM_018235354.2,GeneID:108701127,NA
A0A8J0TTF4,XP_018090845.1,XM_018235356.2,GeneID:108701128,NA
A0A8J0TLH7,XP_018090848.1,XM_018235359.2,GeneID:108701131,XB-GENE-17344006
A0A8J0TU13,XP_018090850.1,XM_018235361.2,GeneID:108701132,NA
A0A0K2SFU3,XP_018090852.1,XM_018235363.2,GeneID:108701133,XB-GENE-17340009
A0A8J0TWE7,XP_018090862.1,XM_018235373.2,GeneID:108701135,XB-GENE-17342044
A0A8J0TTF9,XP_018090864.1,XM_018235375.2,GeneID:108701135,XB-GENE-17342044
A0A1L8EUI5,XP_018090865.1,XM_018235376.2,GeneID:108701135,XB-GENE-17342044
A0A8J0TU18,XP_018090867.1,XM_018235378.2,GeneID:108701135,XB-GENE-17342044
A0A1L8EUI2,XP_018090868.1,XM_018235379.2,GeneID:108701136,NA
A0A8J0TWF2,XP_018090869.1,XM_018235380.2,GeneID:108701137,XB-GENE-17343881
A0A1L8EUJ5,XP_041432138.1,XM_041576204.1,GeneID:108701138,XB-GENE-17336823
A0A1L8EUL9,XP_041431785.1,XM_041575851.1,GeneID:108701139,XB-GENE-17331746
A0A8J0TV64,XP_018090875.1,XM_018235386.2,GeneID:108701139,XB-GENE-17331746
A0A8J0TWF6,XP_018090876.1,XM_018235387.2,GeneID:108701139,XB-GENE-17331746
A0A1L8EUJ0,XP_018090877.1,XM_018235388.2,GeneID:108701140,XB-GENE-18005614
A0A1L8EUK6,XP_018090881.1,XM_018235392.2,GeneID:108701142,XB-GENE-17334234
A0A8J0TU26,XP_018090882.1,XM_018235393.2,GeneID:108701142,XB-GENE-17334234
A0A8J0TV69,XP_018090883.1,XM_018235394.2,GeneID:108701142,XB-GENE-17334234
A0A8J0TWG1,XP_018090884.1,XM_018235395.2,GeneID:108701142,XB-GENE-17334234
A0A1L8EUK8,XP_018090885.2,XM_018235396.2,GeneID:108701144,NA
A0A8J0TLJ8,XP_018090887.1,XM_018235398.2,GeneID:108701145,XB-GENE-17335691
A0A1L8EUK3,XP_018090891.1,XM_018235402.2,GeneID:108701146,XB-GENE-17346780
A0A1L8EUN9,XP_018090893.1,XM_018235404.2,GeneID:108701147,XB-GENE-22064865
A0A1L8EUQ1,XP_018090894.1,XM_018235405.2,GeneID:108701148,XB-GENE-22064861
A0A1L8EUM3,XP_018090896.1,XM_018235407.2,GeneID:108701150,NA
A0A1L8EUN7,XP_018090899.1,XM_018235410.2,GeneID:108701151,XB-GENE-17339439
A0A1L8EUM4,XP_018090901.1,XM_018235412.2,GeneID:108701152,NA
A0A8J0TLK7,XP_018090902.1,XM_018235413.2,GeneID:108701152,NA
A0A8J0TV85,XP_018090904.1,XM_018235415.2,GeneID:108701152,NA
A0A1L8EUM6,XP_018090905.1,XM_018235416.2,GeneID:108701153,XB-GENE-17336340
A0A1L8HKS2,XP_018090906.1,XM_018235417.2,GeneID:403397,XB-GENE-6256011
A0A1L8EUN6,XP_018090907.1,XM_018235418.2,GeneID:108701154,NA
A0A8J0TU45,XP_018090908.1,XM_018235419.2,GeneID:108701154,NA
A0A8J0TV89,XP_018090909.1,XM_018235420.2,GeneID:108701155,NA
A0A8J0TWI3,XP_018090910.1,XM_018235421.2,GeneID:108701155,NA
A0A8J0TTJ6,XP_018090911.1,XM_018235422.2,GeneID:108701155,NA
A0A1L8EUR0,XP_041432454.1,XM_041576520.1,GeneID:108701155,NA
A0A1L8EUU8,XP_018090913.1,XM_018235424.2,GeneID:108701156,XB-GENE-17338651
A0A1L8EUN5,XP_018090916.1,XM_018235427.2,GeneID:108701157,XB-GENE-17346131
Q5HZZ5,XP_018090915.1,XM_018235426.2,GeneID:403397,XB-GENE-6256011
A0A1L8EUN1,XP_018090918.1,XM_018235429.2,GeneID:108701158,XB-GENE-22064857
A0A8J0TVA1,XP_018090919.1,XM_018235430.2,GeneID:108701158,XB-GENE-22064857
A0A8J0TWJ6,XP_018090920.1,XM_018235431.2,GeneID:398143,XB-GENE-953141
A0A1L8EUN3,XP_018090922.1,XM_018235433.2,GeneID:108701160,NA
A0A1L8EUV8,XP_041432879.1,XM_041576945.1,GeneID:108701161,XB-GENE-22063718
A0A8J0TU58,XP_018090924.2,XM_018235435.2,GeneID:399471,XB-GENE-482155
A0A8J0TVA6,XP_018090926.1,XM_018235437.2,GeneID:108701163,NA
A0A8J0TWK1,XP_018090927.1,XM_018235438.2,GeneID:108701164,XB-GENE-17334320
A0A1L8EUW8,XP_018090928.1,XM_018235439.2,GeneID:108701165,NA
A0A8J0TLN0,XP_018090930.1,XM_018235441.2,GeneID:399427,XB-GENE-864986
A0A8J0TU61,XP_018090931.1,XM_018235442.2,GeneID:399427,XB-GENE-864986
A0A1L8EUQ9,XP_018090932.1,XM_018235443.2,GeneID:399427,XB-GENE-864986
A0A8J0TWK6,XP_018090933.1,XM_018235444.1,GeneID:108701169,NA
A0A1L8EUQ4,XP_041432969.1,XM_041577035.1,GeneID:108701170,XB-GENE-17342992
A0A8J0TLN5,XP_018090940.1,XM_018235451.2,GeneID:108701172,NA
A0A1L8EUR1,XP_018090941.1,XM_018235452.2,GeneID:108701173,NA
A0A1L8EUV1,XP_018090944.1,XM_018235455.2,GeneID:108701174,XB-GENE-17338473
A0A1L8HPD0,XP_018090945.1,XM_018235456.2,GeneID:407839,XB-GENE-977319
A0A8J0TTM3,XP_018090946.1,XM_018235457.2,GeneID:108701175,XB-GENE-17339400
A0A8J0TLP0,XP_018090947.1,XM_018235458.2,GeneID:108701175,XB-GENE-17339400
A0A8J0TU70,XP_018090949.1,XM_018235460.2,GeneID:108701175,XB-GENE-17339400
A0A1L8EUR3,XP_018090950.1,XM_018235461.2,GeneID:108701176,NA
A0A1L8EUR6,XP_018090951.1,XM_018235462.2,GeneID:100037135,XB-GENE-989271
A0A1L8EUZ5,XP_018090952.1,XM_018235463.2,GeneID:108701177,NA
A0A8J0TLP4,XP_018090953.1,XM_018235464.2,GeneID:108701178,NA
A0A8J0TU74,XP_018090954.1,XM_018235465.2,GeneID:407839,XB-GENE-977319
A0A8J0TVC5,XP_018090955.1,XM_018235466.2,GeneID:108701178,NA
A0A1L8EUT3,XP_018090956.1,XM_018235467.2,GeneID:108701178,NA
A0A8J0TTN4,XP_018090957.1,XM_018235468.2,GeneID:443683,XB-GENE-5957474
A0A8J1LTV4,XP_041432145.1,XM_041576211.1,GeneID:443683,XB-GENE-5957474
A0A1L8EV13,XP_041433441.1,XM_041577507.1,GeneID:108701181,NA
A0A1L8EUX0,XP_018090961.1,XM_018235472.2,GeneID:108701182,XB-GENE-17334542
A0A8J1LSE0,XP_041432199.1,XM_041576265.1,GeneID:108701183,XB-GENE-6487567
A0A1L8EUV0,XP_041432817.1,XM_041576883.1,GeneID:108701184,XB-GENE-17343755
A0A1L8EUU6,XP_018090972.1,XM_018235483.1,GeneID:108701186,NA
A0A8J0TWN2,XP_018090974.1,XM_018235485.2,GeneID:443658,XB-GENE-6251998
Q3KQD3,XP_018090975.1,XM_018235486.2,GeneID:443658,XB-GENE-6251998
A0A1L8EUY0,XP_018090976.1,XM_018235487.2,GeneID:108701187,NA
A0A8J0TU87,XP_018090977.1,XM_018235488.2,GeneID:108701188,XB-GENE-17346224
A0A8J0TVD9,XP_018090978.1,XM_018235489.2,GeneID:108701189,NA
A0A1L8EUU9,XP_018090980.1,XM_018235491.2,GeneID:108701191,XB-GENE-17335889
A0A8J0TTP9,XP_018090981.1,XM_018235492.2,GeneID:108701192,NA
A0A8J0TLR5,XP_018090982.1,XM_018235493.2,GeneID:108701192,NA
A0A8J0TU92,XP_018090983.1,XM_018235494.2,GeneID:108701192,NA
A0A1L8EUV3,XP_018090984.1,XM_018235495.2,GeneID:108701193,NA
A0A8J0TWP3,XP_018090985.1,XM_018235496.2,GeneID:108701194,NA
A0A8J0TTQ6,XP_018090989.1,XM_018235500.2,GeneID:108701198,NA
A0A8J0TLS0,XP_041430572.1,XM_041574638.1,GeneID:407842,XB-GENE-5963159
A0A1L8EUX9,XP_041433289.1,XM_041577355.1,GeneID:108701201,NA
A0A1L8EUX3,XP_041432738.1,XM_041576804.1,GeneID:108701202,NA
A0A1L8EV46,XP_018090997.1,XM_018235508.2,GeneID:108701204,XB-GENE-17334065
A0A8J0TLS6,XP_018091000.1,XM_018235511.2,GeneID:373561,XB-GENE-5761564
A0A1L8EV08,XP_018091001.1,XM_018235512.2,GeneID:373561,XB-GENE-5761564
A0A1L8EUY4,XP_018091003.1,XM_018235514.2,GeneID:108701205,NA
A0A8J0TTR8,XP_018091004.1,XM_018235515.2,GeneID:108701205,NA
A0A8J0TLT0,XP_018091006.1,XM_018235517.2,GeneID:108701206,NA
A0A8J0TUA6,XP_018091007.1,XM_018235518.2,GeneID:108701206,NA
A0A8J0TVG0,XP_018091009.1,XM_018235520.2,GeneID:108701206,NA
A0A8J0TWQ8,XP_018091011.1,XM_018235522.2,GeneID:446927,XB-GENE-6254859
A0A8J0TTS3,XP_018091012.1,XM_018235523.2,GeneID:108701207,XB-GENE-17342713
A0A8J0TLT5,XP_018091013.1,XM_018235524.2,GeneID:108701207,XB-GENE-17342713
A0A8J0TUB1,XP_018091014.1,XM_018235525.2,GeneID:108701207,XB-GENE-17342713
A0A8J0TVG5,XP_018091015.1,XM_018235526.2,GeneID:108701207,XB-GENE-17342713
A0A1L8EUZ0,XP_018091016.1,XM_018235527.2,GeneID:108701207,XB-GENE-17342713
A0A8J0TTS8,XP_018091017.1,XM_018235528.2,GeneID:108701207,XB-GENE-17342713
A0A8J0TLU2,XP_018091018.1,XM_018235529.2,GeneID:407842,XB-GENE-5963159
A0A8J0TUB6,XP_018091019.1,XM_018235530.2,GeneID:108701207,XB-GENE-17342713
A0A1L8EUZ4,XP_041433317.1,XM_041577383.1,GeneID:108701208,XB-GENE-17343684
A0A1L8EV30,XP_018091021.1,XM_018235532.2,GeneID:108701209,NA
A0A1L8EUY7,XP_018091022.1,XM_018235533.2,GeneID:108701210,XB-GENE-17341233
A0A1L8EV79,XP_018091023.1,XM_018235534.2,GeneID:100101310,XB-GENE-996640
A0A8J0TUC3,XP_018091025.1,XM_018235536.2,GeneID:108701211,XB-GENE-17339046
A0A8J0TVH5,XP_018091026.1,XM_018235537.2,GeneID:407842,XB-GENE-5963159
A0A1L8EV21,XP_018091027.1,XM_018235538.2,GeneID:108701211,XB-GENE-17339046
A0A1L8EV16,XP_041432149.1,XM_041576215.1,GeneID:108701213,XB-GENE-6488962
A0A8J0TLV2,XP_018091033.1,XM_018235544.2,GeneID:407842,XB-GENE-5963159
A0A1L8EV34,XP_018091034.1,XM_018235545.2,GeneID:108701216,NA
A0A8J0TVI1,XP_018091035.1,XM_018235546.2,GeneID:108701216,NA
A0A1L8EV05,XP_018091036.1,XM_018235547.1,GeneID:733424,XB-GENE-6253136
A0A1L8EV09,XP_018091037.1,XM_018235548.2,GeneID:108701217,NA
A0A8J0TLW0,XP_018091038.1,XM_018235549.2,GeneID:108701217,NA
A0A8J0TUD4,XP_018091039.1,XM_018235550.2,GeneID:108701217,NA
A0A8J0TVI5,XP_018091040.1,XM_018235551.2,GeneID:108701217,NA
A0A8J0TWV6,XP_018091041.1,XM_018235552.2,GeneID:407842,XB-GENE-5963159
A0A1L8EV89,XP_018091043.1,XM_018235554.2,GeneID:108701219,NA
A0A1L8EV25,XP_018091044.1,XM_018235555.2,GeneID:108701220,NA
A0A8J0TUD8,XP_018091045.1,XM_018235556.2,GeneID:108701220,NA
A0A8J0TVJ0,XP_018091046.1,XM_018235557.2,GeneID:108701221,XB-GENE-17340487
