GeneID:735223	XB-GENE-478088	tbx1.L	T-box 1 L homeolog
GeneID:108695595	XB-GENE-6486821	myom1.S	myomesin 1 S homeolog
GeneID:108701022	XB-GENE-6486822	ezh1.L	enhancer of zeste 1 polycomb repressive complex 2 subunit L homeolog
GeneID:108698936	XB-GENE-6486823	tnxb.L	tenascin XB L homeolog
GeneID:108710307	XB-GENE-6486824	acan.L	aggrecan L homeolog
GeneID:108716840	XB-GENE-6486825	afg1l.L	AFG1 like ATPase L homeolog
GeneID:108695456	XB-GENE-6486827	khdrbs3.S	KH domain containing, RNA binding, signal transduction associated 3 S homeolog
NA	XB-GENE-6486828	XB5856157.S [provisional:endod1]	provisional ortholog of endonuclease domain containing 1 S homeolog
GeneID:108711557	XB-GENE-6486829	adra2b.L	adrenoceptor alpha 2B L homeolog
GeneID:108718159	XB-GENE-6486830	d2hgdh.S	D-2-hydroxyglutarate dehydrogenase S homeolog
GeneID:373795	XB-GENE-6486831	crebbp.S	CREB binding protein S homeolog
GeneID:108700609	XB-GENE-6486832	slamf8.S	SLAM family member 8 S homeolog
GeneID:108696758	XB-GENE-6486833	gys1.L	glycogen synthase 1 L homeolog
GeneID:121398218	XB-GENE-6486835	umod.3.L	uromodulin (uromucoid, Tamm-Horsfall glycoprotein), gene 3 L homeolog
GeneID:108696202	XB-GENE-6486837	mypn.L	myopalladin L homeolog
GeneID:108696326	XB-GENE-6486838	carns1.L	carnosine synthase 1 L homeolog
NA	XB-GENE-6486839	ash1l.S	ash1 (absent, small, or homeotic)-like S homeolog
GeneID:108704018	XB-GENE-6486840	asb14.L	ankyrin repeat and SOCS box containing 14 L homeolog
GeneID:108712385	XB-GENE-6486841	mybpc1.S	myosin binding protein C1 S homeolog
GeneID:108714290	XB-GENE-6486842	faah.3.L	fatty acid amide hydrolase, gene 3 L homeolog
GeneID:108716033	XB-GENE-6486843	cabin1.L	calcineurin binding protein 1 L homeolog
GeneID:108713071	XB-GENE-6486844	kmt2e.S	lysine (K)-specific methyltransferase 2E S homeolog
GeneID:108701333	XB-GENE-6486845	nr4a2.L	nuclear receptor subfamily 4 group A member 2 L homeolog
GeneID:108711715	XB-GENE-6486846	alkbh7.L	alkB homolog 7 L homeolog
NA	XB-GENE-6486847	cand2.L	cullin-associated and neddylation-dissociated 2 (putative) L homeolog
GeneID:108719428	XB-GENE-6486848	zfat.L	zinc finger and AT-hook domain containing L homeolog
GeneID:108700402	XB-GENE-6486849	usp21.S	ubiquitin specific peptidase 21 S homeolog
GeneID:108698547	XB-GENE-6486850	rgl2.L	ral guanine nucleotide dissociation stimulator like 2 L homeolog
GeneID:108717736	XB-GENE-6486851	rhoq.S	ras homolog family member Q S homeolog
GeneID:108713737	XB-GENE-6486853	mical2.L	microtubule associated monooxygenase, calponin and LIM domain containing 2 L homeolog
GeneID:108710950	XB-GENE-6486854	stc2.L	stanniocalcin 2 L homeolog
GeneID:108701097	XB-GENE-6486855	chad.L	chondroadherin L homeolog
NA	XB-GENE-6486856	hcn2.L	hyperpolarization activated cyclic nucleotide gated potassium channel 2 L homeolog
GeneID:108707512	XB-GENE-6486857	sync.L	syncoilin, intermediate filament protein L homeolog
GeneID:108700848	XB-GENE-6486858	map3k14.L	mitogen-activated protein kinase kinase kinase 14 L homeolog
GeneID:108699391	XB-GENE-6486859	arhgef11.L	Rho guanine nucleotide exchange factor 11 L homeolog
GeneID:398368	XB-GENE-6486860	col6a3.L	collagen type VI alpha 3 chain L homeolog
GeneID:108717859	XB-GENE-6486861	cog2.S	component of oligomeric golgi complex 2 S homeolog
GeneID:108703178	XB-GENE-6486862	cramp1.S	cramped chromatin regulator homolog 1 S homeolog
GeneID:108703548	XB-GENE-6486863	dnajc18.S	DnaJ heat shock protein family (Hsp40) member C18 S homeolog
GeneID:108700544	XB-GENE-6486864	chrdl1.S	chordin-like 1 S homeolog
GeneID:108707895	XB-GENE-6486865	pros1.L	protein S L homeolog
GeneID:108699988	XB-GENE-6486866	dusp9.S	dual specificity phosphatase 9 S homeolog
GeneID:108695275	XB-GENE-6486867	dsg2.S	desmoglein 2 S homeolog
GeneID:108715826	XB-GENE-6486868	dcaf1.S	VDDB1 and CUL4 associated factor 1 S homeolog
NA	XB-GENE-6486869	col11a2p1.L	collagen type XI alpha 2 pseudogene 1 L homeolog
GeneID:108697751	XB-GENE-6486870	rasip1.S	Ras interacting protein 1 S homeolog
GeneID:108703028	XB-GENE-6486871	traf3ip1.S	TRAF3 interacting protein 1 S homeolog
GeneID:108704165	XB-GENE-6486872	col12a1.L	collagen, type XII, alpha 1 L homeolog
GeneID:108718629	XB-GENE-6486873	camp1.L	cathelicidin antimicrobial peptide 1 L homeolog
GeneID:108719700	XB-GENE-6486874	uba6.L	ubiquitin-like modifier activating enzyme 6 L homeolog
GeneID:108711310	XB-GENE-6486875	ptpn9.L	protein tyrosine phosphatase non-receptor type 9 L homeolog
GeneID:108709998	XB-GENE-6486876	arhgap20.S	Rho GTPase activating protein 20 S homeolog
NA	XB-GENE-6486877	clps.L	colipase L homeolog
GeneID:108696248	XB-GENE-6486878	synpo2l.L	synaptopodin 2-like L homeolog
NA	XB-GENE-6486879	XB5730115.L [provisional]	uncharacterized XB5730115 L homeolog
GeneID:108715661	XB-GENE-6486881	trpv4.L	transient receptor potential cation channel, subfamily V, member 4 L homeolog
GeneID:108711516	XB-GENE-6486882	spg11.L	SPG11, spatacsin vesicle trafficking associated L homeolog
GeneID:108697333	XB-GENE-6486884	pex5.S	peroxisomal biogenesis factor 5 S homeolog
GeneID:108707312	XB-GENE-6486885	ranbp3l.S	RAN binding protein 3-like S homeolog
GeneID:108703488	XB-GENE-6486886	nacc1.S	nucleus accumbens associated 1, BEN and BTB (POZ) domain containing S homeolog
GeneID:108696471	XB-GENE-6486887	sidt2.L	SID1 transmembrane family member 2 L homeolog
GeneID:108698689	XB-GENE-6486888	ism2.L	isthmin 2 L homeolog
GeneID:108713845	XB-GENE-6486890	focad.L	focadhesin L homeolog
GeneID:108696369	XB-GENE-6486891	miip.L	migration and invasion inhibitory protein L homeolog
GeneID:108716994	XB-GENE-6486892	atp13al.L	ATPase type 13A like L homeolog
GeneID:108698523	XB-GENE-6486893	rsph6a.L	radial spoke head 6 homolog A L homeolog
GeneID:108718247	XB-GENE-6486895	XB5913776.L [provisional:atpsckmt]	provisional ortholog of ATP synthase c subunit lysine N-methyltransferase L homeolog
GeneID:108713772	XB-GENE-6486896	mapk8ip1.L	mitogen-activated protein kinase 8 interacting protein 1 L homeolog
GeneID:108713862	XB-GENE-6486897	fsd1l.L	fibronectin type III and SPRY domain containing 1-like L homeolog
NA	XB-GENE-6486898	XB992379.L [provisional]	Putative ortholog of serine/threonine-protein kinase PRKY (EC 2.7.1.37), 1 of 1 L homeolog
NA	XB-GENE-6486899	col13a1.S	collagen, type XIII, alpha 1 S homeolog
GeneID:108716137	XB-GENE-6486900	lama2.L	laminin subunit alpha 2 L homeolog
GeneID:108700886	XB-GENE-6486901	arhgap27.L	Rho GTPase activating protein 27 L homeolog
NA	XB-GENE-6486902	polr2l.2.L	polymerase (RNA) II (DNA directed) polypeptide L, 7.6kDa, gene 2 L homeolog
NA	XB-GENE-6486903	lrp11.L	LDL receptor related protein 11 L homeolog
GeneID:100499207	XB-GENE-6486904	prmt2.L	protein arginine methyltransferase 2 L homeolog
GeneID:108714540	XB-GENE-6486905	c4h22orf23.L	chromosome 4 C22orf23 homolog L homeolog
GeneID:108713777	XB-GENE-6486906	nadsyn1.L	NAD synthetase 1 L homeolog
GeneID:108713538	XB-GENE-6486907	pappa2.L	pappalysin 2 L homeolog
GeneID:108698656	XB-GENE-6486908	nccrp1.L	non-specific cytotoxic cell receptor protein 1 homolog L homeolog
GeneID:108714346	XB-GENE-6486909	tnn.L	tenascin N L homeolog
GeneID:108716803	XB-GENE-6486910	nus1.L	NUS1, dehydrodolichyl diphosphate synthase subunit L homeolog
GeneID:108698900	XB-GENE-6486911	wdr17.L	WD repeat domain 17 L homeolog
GeneID:108698738	XB-GENE-6486912	atg2b.L	autophagy related 2B L homeolog
GeneID:108705408	XB-GENE-6486913	mcam.S	melanoma cell adhesion molecule S homeolog
GeneID:108708901	XB-GENE-6486914	med14.S	mediator complex subunit 14 S homeolog
GeneID:108708272	XB-GENE-6486915	zbtb8a.2.L	zinc finger and BTB domain containing 8A, gene 2 L homeolog
GeneID:108696644	XB-GENE-6486916	il4i1.L	interleukin 4 induced 1 L homeolog
GeneID:108698859	XB-GENE-6486917	c5.L	complement C5 L homeolog
NA	XB-GENE-6486918	btn1a1.L	butyrophilin subfamily 1 member A1 L homeolog
GeneID:108698742	XB-GENE-6486919	bcl11b.L	BCL11B, BAF complex component L homeolog
GeneID:108696220	XB-GENE-6486920	alox5.L	arachidonate 5-lipoxygenase L homeolog
GeneID:108698652	XB-GENE-6486921	sars2.L	seryl-tRNA synthetase 2, mitochondrial L homeolog
GeneID:108717146	XB-GENE-6486922	ky.L	kyphoscoliosis peptidase L homeolog
GeneID:108718282	XB-GENE-6486923	mmut.S	methylmalonyl-CoA mutase S homeolog
NA	XB-GENE-6486924	cd19.L	CD19 molecule L homeolog
GeneID:108708630	XB-GENE-6486925	nckap1l.L	NCK-associated protein 1-like L homeolog
GeneID:108699233	XB-GENE-6486926	hectd1.L	HECT domain containing E3 ubiquitin protein ligase 1 L homeolog
GeneID:108714622	XB-GENE-6486927	crbn.L	cereblon L homeolog
GeneID:108698777	XB-GENE-6486928	wdr25.L	WD repeat domain 25 L homeolog
GeneID:398923	XB-GENE-6486929	hcls1.S	hematopoietic cell-specific Lyn substrate 1 S homeolog
GeneID:108708677	XB-GENE-6486930	thsd1.L	thrombospondin type 1 domain containing 1 L homeolog
GeneID:108711122	XB-GENE-6486931	irak4.L	interleukin 1 receptor associated kinase 4 L homeolog
GeneID:108715705	XB-GENE-6486932	fndc7.S	fibronectin type III domain containing 7 S homeolog
GeneID:108712650	XB-GENE-6486933	sting1.S	stimulator of interferon response cGAMP interactor 1 S homeolog
GeneID:108701115	XB-GENE-6486934	recql5.L	RecQ helicase-like 5 L homeolog
NA	XB-GENE-6486935	tmem40.S	transmembrane protein 40 S homeolog
GeneID:108695427	XB-GENE-6486936	deptor.S	DEP domain containing MTOR interacting protein S homeolog
GeneID:108708684	XB-GENE-6486937	postn.L	periostin, osteoblast specific factor L homeolog
GeneID:108712616	XB-GENE-6486938	ltc4s.S	leukotriene C4 synthase, gene 1 S homeolog
GeneID:108695327	XB-GENE-6486939	sgk3.S	serum/glucocorticoid regulated kinase family member 3 S homeolog
GeneID:108696325	XB-GENE-6486940	tcirg1.L	T cell immune regulator 1, ATPase H+ transporting V0 subunit a3 L homeolog
GeneID:108716504	XB-GENE-6486941	trmt61b.L	tRNA methyltransferase 61B L homeolog
GeneID:108700762	XB-GENE-6486942	tns4.L	tensin 4 L homeolog
GeneID:108711073	XB-GENE-6486943	ereg.L	epiregulin L homeolog
GeneID:108712941	XB-GENE-6486944	lipc.S	lipase, hepatic type S homeolog
GeneID:108698065	XB-GENE-6486945	klf3.L	KLF transcription factor 3 L homeolog
GeneID:101027305	XB-GENE-6486946	tbx18.L	T-box 18 L homeolog
GeneID:108716445	XB-GENE-6486947	traf5.L	TNF receptor associated factor 5 L homeolog
GeneID:108697617	XB-GENE-6486948	c7h1orf159.S	chromosome 7 C1orf159 homolog S homeolog
GeneID:108708175	XB-GENE-6486949	mov10.L	Mov10 RISC complex RNA helicase L homeolog
GeneID:108698981	XB-GENE-6486950	papln.L	papilin, proteoglycan-like sulfated glycoprotein L homeolog
GeneID:108720042	XB-GENE-6486951	fbxl7.S	F-box and leucine-rich repeat protein 7 S homeolog
GeneID:108708658	XB-GENE-6486952	krt78.1.L	keratin 78, gene 1 L homeolog
GeneID:108701406	XB-GENE-6486953	mcm3ap.L	minichromosome maintenance complex component 3 associated protein L homeolog
GeneID:108698024	XB-GENE-6486954	evc2.L	Ellis van Creveld syndrome 2 L homeolog
GeneID:108713143	XB-GENE-6486955	trhde.S	thyrotropin releasing hormone degrading enzyme S homeolog
GeneID:108704160	XB-GENE-6486956	cgas.L	cyclic GMP-AMP synthase L homeolog
GeneID:108697718	XB-GENE-6486957	XB5727854.S [provisional]	Uncharacterized LOC100489525 S homeolog
GeneID:108697407	XB-GENE-6486958	col17a1.S	collagen, type XVII, alpha 1 S homeolog
GeneID:108695342	XB-GENE-6486959	trpa1.S	transient receptor potential cation channel, subfamily A, member 1 S homeolog
GeneID:108719465	XB-GENE-6486960	psca.L	prostate stem cell antigen L homeolog
GeneID:108714497	XB-GENE-6486961	c1h9orf85.L	chromosome 1 C9orf85 homolog L homeolog
GeneID:108708628	XB-GENE-6486962	endou.L	endonuclease, poly(U) specific L homeolog
GeneID:108710151	XB-GENE-6486963	fam241a.L	family with sequence similarity 241 member A L homeolog
GeneID:108715856	XB-GENE-6486964	tatdn2.S	TatD DNase domain containing 2 S homeolog
GeneID:108712814	XB-GENE-6486965	plekho2.S	pleckstrin homology domain containing O2 S homeolog
GeneID:108699711	XB-GENE-6486966	XB5733233.S [provisional]	uncharacterized XB5733233 S homeolog
GeneID:108698022	XB-GENE-6486967	man2b2.L	mannosidase, alpha, class 2B, member 2 L homeolog
NA	XB-GENE-6486968	XB6052209.L [provisional]	IgGFc-binding protein-like L homeolog
GeneID:108711034	XB-GENE-6486969	washc4.L	WASH complex subunit 4 L homeolog
GeneID:108713421	XB-GENE-6486970	tm6sf2.L	transmembrane 6 superfamily member 2 L homeolog
GeneID:108699647	XB-GENE-6486971	mgst2.L	microsomal glutathione S-transferase 2 L homeolog
GeneID:108697843	XB-GENE-6486972	htt.L	huntingtin L homeolog
GeneID:108719326	XB-GENE-6486973	XB985134.L [provisional:slc7a6]	provisional ortholog of solute carrier family 7 member 6 L homeolog
GeneID:108701094	XB-GENE-6486974	epn3.L	epsin 3 L homeolog
GeneID:108715824	XB-GENE-6486976	sema3b.S	semaphorin 3B S homeolog
GeneID:108701010	XB-GENE-6486977	hlf.L	hepatic leukemia factor L homeolog
GeneID:108699186	XB-GENE-6486978	dcaf4.L	DDB1 and CUL4 associated factor 4 L homeolog
GeneID:108701051	XB-GENE-6486979	znfx1.L	zinc finger  NFX1-type containing 1 L homeolog
GeneID:108708469	XB-GENE-6486980	mettl21e.L	methyltransferase like 21E L homeolog
NA	XB-GENE-6486981	fance.L	FA complementation group E L homeolog
GeneID:108701511	XB-GENE-6486982	gtf3c1.L	general transcription factor IIIC subunit 1 L homeolog
GeneID:108715927	XB-GENE-6486983	lrig1.S	leucine-rich repeats and immunoglobulin like domains 1 S homeolog
GeneID:108708678	XB-GENE-6486984	slc25a15.2.L	solute carrier family 25 member 15, gene 2 L homeolog
GeneID:108719055	XB-GENE-6486985	mtrr.L	5-methyltetrahydrofolate-homocysteine methyltransferase reductase L homeolog
GeneID:108699832	XB-GENE-6486986	gpr65.S	G protein-coupled receptor 65 S homeolog
GeneID:108708174	XB-GENE-6486987	ppm1j.L	protein phosphatase, Mg2+/Mn2+ dependent 1J L homeolog
GeneID:108698567	XB-GENE-6486988	nfkbil1.L	NFKB inhibitor like 1 L homeolog
GeneID:108701842	XB-GENE-6486989	cytip.L	cytohesin 1 interacting protein L homeolog
GeneID:108697595	XB-GENE-6486990	il10ra.S	interleukin 10 receptor subunit alpha S homeolog
GeneID:108701121	XB-GENE-6486991	unc13d.L	unc-13 homolog D L homeolog
GeneID:108708963	XB-GENE-6486992	tmem131.S	transmembrane protein 131 S homeolog
GeneID:108701552	XB-GENE-6486993	brat1.L	BRCA1-associated ATM activator 1 L homeolog
NA	XB-GENE-6486994	vps8.L	VPS8, CORVET complex subunit L homeolog
GeneID:108708067	XB-GENE-6486995	rab44.L	RAB44, member RAS oncogene family L homeolog
GeneID:108708221	XB-GENE-6486997	ptpru.L	protein tyrosine phosphatase receptor type U L homeolog
GeneID:108714158	XB-GENE-6486998	znf319.L	zinc finger protein 319 L homeolog
GeneID:108716140	XB-GENE-6486999	themis.L	thymocyte selection associated L homeolog
GeneID:108713077	XB-GENE-6487000	pik3cg.S	phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma S homeolog
GeneID:108714269	XB-GENE-6487001	mutyh.L	mutY DNA glycosylase L homeolog
GeneID:108701544	XB-GENE-6487002	syt17.L	synaptotagmin 17 L homeolog
GeneID:108707819	XB-GENE-6487003	zdhhc23.L	zinc finger, DHHC-type containing 23 L homeolog
GeneID:108709328	XB-GENE-6487004	sh3kbp1.S	SH3-domain kinase binding protein 1 S homeolog
GeneID:108712597	XB-GENE-6487005	klhl42.S	kelch like family member 42 S homeolog
GeneID:108697598	XB-GENE-6487006	cd3e.S	CD3e molecule S homeolog
GeneID:108716780	XB-GENE-6487007	tagap.L	T cell activation RhoGTPase activating protein L homeolog
GeneID:108704146	XB-GENE-6487008	sh3bp2.S	SH3-domain binding protein 2 S homeolog
GeneID:108719950	XB-GENE-6487009	satb1.S	SATB homeobox 1 S homeolog
GeneID:108717588	XB-GENE-6487010	gpr171.S	G protein-coupled receptor 171 S homeolog
NA	XB-GENE-6487011	ccdc120.S	coiled-coil domain containing 120 S homeolog
GeneID:108697439	XB-GENE-6487012	kifbp.S	kinesin family binding protein S homeolog
GeneID:108715195	XB-GENE-6487013	sirt3.S	sirtuin 3 S homeolog
GeneID:108707931	XB-GENE-6487014	itgae.L	integrin subunit alpha E L homeolog
GeneID:108714643	XB-GENE-6487015	mbd4.L	methyl-CpG binding domain 4, DNA glycosylase L homeolog
GeneID:108696391	XB-GENE-6487016	rhoh.L	ras homolog family member H L homeolog
GeneID:108702220	XB-GENE-6487017	mgat5b.S	alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B S homeolog
GeneID:108708792	XB-GENE-6487018	smpd1.L	sphingomyelin phosphodiesterase 1 L homeolog
NA	XB-GENE-6487019	bpifb2.L	BPI fold containing family B member 2 L homeolog
GeneID:108718603	XB-GENE-6487020	atad2.L	ATPase family, AAA domain containing 2 L homeolog
GeneID:108719627	XB-GENE-6487021	dspp.L	dentin sialophosphoprotein L homeolog
GeneID:108708125	XB-GENE-6487022	rassf5.L	Ras association domain family member 5 L homeolog
GeneID:108711427	XB-GENE-6487023	il16.L	interleukin 16 L homeolog
GeneID:432257	XB-GENE-6487024	pitpnb.2.S	phosphatidylinositol transfer protein beta S homeolog
GeneID:108714875	XB-GENE-6487025	c1h14orf93.L	chromosome 1 C14orf93 homolog L homeolog
GeneID:108696312	XB-GENE-6487026	capg.L	capping protein (actin filament), gelsolin-like L homeolog
GeneID:121399448	XB-GENE-6487027	carmil3.S	capping protein regulator and myosin 1 linker 3S homeolog
GeneID:108713995	XB-GENE-6487028	snx20.L	sorting nexin 20 L homeolog
GeneID:108714650	XB-GENE-6487029	slc6a6.L	solute carrier family 6 member 6 L homeolog
GeneID:108713593	XB-GENE-6487030	sntn.L	sentan, cilia apical structure protein L homeolog
GeneID:108719264	XB-GENE-6487031	tox.L	thymocyte selection associated high mobility group box L homeolog
GeneID:108714142	XB-GENE-6487032	wdr59.L	WD repeat domain 59 L homeolog
GeneID:108701124	XB-GENE-6487033	fbf1.L	Fas (TNFRSF6) binding factor 1 L homeolog
NA	XB-GENE-6487034	ankrd17.L	ankyrin repeat domain 17 L homeolog
GeneID:108697467	XB-GENE-6487035	hps1.S	HPS1, biogenesis of lysosomal organelles complex 3 subunit 1 S homeolog
GeneID:108713849	XB-GENE-6487036	luzp2.L	leucine zipper protein 2 L homeolog
GeneID:108715662	XB-GENE-6487037	gfi1.S	growth factor independent 1 transcription repressor S homeolog
GeneID:108708498	XB-GENE-6487038	acod1.L	aconitate decarboxylase 1  L homeolog
GeneID:108707202	XB-GENE-6487039	sncaip.S	synuclein alpha interacting protein S homeolog
GeneID:108696234	XB-GENE-6487040	tysnd1.L	trypsin like peroxisomal matrix peptidase 1 L homeolog
GeneID:108705059	XB-GENE-6487041	ano7.L	anoctamin 7 L homeolog
GeneID:108715119	XB-GENE-6487042	ltbp3.S	latent transforming growth factor beta binding protein 3 S homeolog
GeneID:108711085	XB-GENE-6487043	cxcl2.L	C-X-C motif chemokine ligand 2 L homeolog
GeneID:108713373	XB-GENE-6487045	stra6l.L	stra6-like gene 1 L homeolog
GeneID:108708209	XB-GENE-6487046	tmem183a.L	transmembrane protein 183A L homeolog
GeneID:108702559	XB-GENE-6487047	strada.S	STE20-related kinase adaptor alpha S homeolog
GeneID:108714642	XB-GENE-6487048	ift122.L	intraflagellar transport 122 L homeolog
NA	XB-GENE-6487049	XB996291.L [provisional]	gastrula zinc finger protein XlCGF57.1-like L homeolog
GeneID:108699825	XB-GENE-6487050	ccdc88c.S	coiled-coil domain containing 88C S homeolog
NA	XB-GENE-6487051	psd4.L	pleckstrin and Sec7 domain containing 4 L homeolog
GeneID:108713734	XB-GENE-6487052	irag1.L	inositol 1,4,5-triphosphate receptor associated 1 L homeolog
NA	XB-GENE-6487053	XB5799768.L [provisional]	uncharacterized XB5799768 L homeolog
GeneID:108714391	XB-GENE-6487054	dock8.L	dedicator of cytokinesis 8 L homeolog
GeneID:108719142	XB-GENE-6487055	kdm1b.L	lysine (K)-specific demethylase 1B L homeolog
NA	XB-GENE-6487056	nfatc2ip.S	nuclear factor of activated T cells 2 interacting protein S homeolog
NA	XB-GENE-6487057	rnf213.L	ring finger protein 213 L homeolog
GeneID:108705262	XB-GENE-6487058	sorbs1.S	sorbin and SH3 domain containing 1 S homeolog
GeneID:108716219	XB-GENE-6487059	nyap2.L	neuronal tyrosine-phosphorylated phosphoinositide-3-kinase adaptor 2 L homeolog
GeneID:108696016	XB-GENE-6487060	gfra1.L	GDNF family receptor alpha 1 L homeolog
GeneID:108718823	XB-GENE-6487061	olah.L	oleoyl-ACP hydrolase L homeolog
GeneID:108709866	XB-GENE-6487062	slc26a10.S	solute carrier family 26 member 10 S homeolog
